id,sid,reading,ses,race
10000085,1864,42.5378,-0.3,W
10000086,1151,44.4877,-0.139,H
10000088,1132,61.5846,1.563,W
10000089,1666,69.9237,1.107,W
10000090,1457,56.8825,-0.107,W
10000092,2308,69.8891,1.965,W
10000093,1184,62.3146,1.278,W
10000094,1353,51.2576,-1.19,H
10000095,2045,54.8889,0.6438,W
10000097,2188,71.3722,-0.383,W
10000099,2180,40.5919,-0.926,B
10000102,1359,33.2208,-0.335,W
10000105,2289,55.4924,0.239,W
10000107,1584,40.481,-0.397,A
10000108,1972,58.5107,0.5512,W
10000109,1090,72.5646,0.5982,W
10000111,1460,47.2089,0.1247,W
10000112,1684,50.2528,1.415,W
10000113,1438,80.1617,1.081,A
10000115,1792,52.9442,0.28,W
10000116,1325,52.0501,0.4754,W
10000117,1263,41.6844,-0.224,W
10000118,1172,60.3557,1.015,W
10000120,1862,48.4369,1.227,H
10000121,1708,47.7967,-0.34,H
10000122,1021,45.5586,-1.05,AI
10000123,1356,34.4731,-0.966,B
10000124,1681,42.1683,-1.38,B
10000125,1460,39.0276,-1.18,H
10000126,1579,57.4579,-0.476,W
10000127,1369,38.1425,-1.62,W
10000128,1480,68.6295,1.297,W
10000129,1756,91.2245,1.825,A
10000130,2122,43.9043,-0.871,W
10000132,1945,67.0375,1.298,W
10000134,1567,38.1099,-0.543,H
10000136,2073,65.446,-0.256,W
10000137,1263,54.7229,-0.265,W
10000138,2096,49.0101,-0.184,HPI
10000139,1092,52.8198,-0.844,W
10000140,1757,52.2391,-0.747,B
10000141,1519,56.1395,1.614,W
10000142,1817,52.3378,0.8565,W
10000143,1414,46.2624,-0.211,W
10000147,2329,41.5512,-0.279,W
10000148,1823,59.1709,1.257,W
10000151,2086,39.0885,-1.01,AI
10000152,2008,60.8017,1.02,B
10000153,1142,53.8683,0.4634,H
10000156,1143,62.2011,-1.09,B
10000157,2287,53.1967,0.1279,AI
10000158,1739,62.6418,0.4834,W
10000159,1574,75.6675,-0.949,A
10000160,1085,55.7256,1.726,W
10000162,1334,38.8323,-0.934,B
10000163,1923,62.6752,0.0322,W
10000164,1320,53.9052,0.0355,B
10000165,1818,61.7927,-0.244,W
10000166,1031,51.8962,-0.689,W
10000167,1313,53.2403,0.0804,W
10000168,2297,63.6136,0.0882,W
10000169,2113,47.2833,-0.058,A
10000170,1319,54.1633,-2.33,A
10000171,2181,53.476,-0.872,H
10000173,2163,50.3095,1.316,W
10000174,2300,54.6565,-1.1,B
10000175,1212,68.3506,-0.705,B
10000176,1276,49.5041,-0.161,A
10000177,2169,42.2782,-0.276,H
10000178,1435,52.263,0.9992,W
10000179,1736,60.9637,-0.776,W
10000180,1061,43.9642,-0.411,W
10000184,2316,38.7141,-0.516,W
10000185,1176,41.9196,-0.561,W
10000186,1407,61.4773,-0.739,B
10000188,1872,72.1509,0.6324,W
10000189,1056,34.8674,-1.26,B
10000191,2250,78.8428,1.594,A
10000192,1458,49.2604,-0.574,B
10000193,2227,63.6469,0.844,H
10000194,1106,67.0528,1.343,W
10000196,2145,51.2895,-0.426,B
10000197,1900,51.4086,-0.341,W
10000198,1087,43.9,-0.761,B
10000200,1140,62.4461,1.356,W
10000201,1436,46.599,1.076,W
10000202,2032,52.1463,1.207,W
10000206,1147,57.3167,-0.085,W
10000208,1876,35.6722,-0.508,H
10000210,1932,50.33,-1.1,W
10000212,1305,67.4024,1.1,A
10000213,2106,54.5266,0.459,A
10000214,1016,56.1629,0.8916,W
10000215,1787,59.9845,0.0269,H
10000218,1379,65.7851,0.7649,W
10000221,1787,54.9551,0.8412,W
10000222,2116,52.5304,-0.226,W
10000223,2209,58.2178,0.8097,B
10000224,1320,52.4475,1.814,B
10000225,1473,55.3157,0.66,W
10000226,1820,51.5345,-0.316,H
10000227,1187,37.8076,-0.849,B
10000228,2136,39.6083,-1.17,H
10000229,2129,40.4094,-0.749,W
10000230,1016,60.2453,1.335,W
10000231,1553,49.2651,0.0927,H
10000232,2276,60.4143,0.716,W
10000233,2281,49.3946,-0.939,W
10000234,2214,52.9147,-0.164,W
10000238,1535,44.9462,-0.849,H
10000239,1891,102.6564,0.1766,AI
10000240,1256,53.7316,0.4746,W
10000241,1797,110.5522,0.423,W
10000243,1858,52.0882,-0.023,H
10000244,1021,38.9025,-0.796,W
10000245,2186,55.877,-0.117,W
10000246,1140,40.9193,-0.173,H
10000247,1537,53.4039,-0.236,W
10000248,1906,54.5139,-0.626,W
10000249,1389,71.1569,0.8288,A
10000250,1187,42.2373,-0.606,B
10000251,2032,42.5671,0.4979,W
10000252,1680,59.7783,1.021,W
10000253,1505,36.0501,-1.01,A
10000254,2015,50.5961,0.7052,H
10000256,1584,39.7309,-0.164,H
10000257,1194,67.7216,-0.435,W
10000258,2238,39.6194,-0.318,W
10000259,1107,56.5202,-0.874,H
10000260,1818,52.856,-0.043,W
10000262,1615,54.9442,0.6481,W
10000263,1821,61.1692,0.0298,W
10000264,1557,44.5438,-0.912,H
10000266,2198,65.5068,-0.994,W
10000268,1673,83.3372,0.7577,W
10000269,1578,55.6086,0.877,W
10000271,1257,49.0573,-0.147,H
10000272,1413,54.2969,-1.65,W
10000273,1085,54.6266,-0.059,W
10000274,2046,40.4243,0.9966,W
10000276,1533,67.217,0.6029,W
10000279,1088,48.178,1.1,A
10000280,2083,52.3359,1.046,W
10000281,1066,56.3899,-0.565,H
10000282,1555,46.2748,-0.884,H
10000283,2154,61.3038,0.2887,W
10000284,2288,71.4224,-0.368,W
10000285,2050,39.419,-1.06,B
10000287,1438,45.2103,-0.515,B
10000288,2046,51.022,-1.12,H
10000290,2195,54.5436,-0.655,A
10000291,1023,49.8366,0.4108,W
10000292,2289,48.4866,-0.298,W
10000293,1370,48.6095,1.078,AI
10000294,1979,34.3437,-1,H
10000295,1332,53.0987,-0.983,H
10000297,2055,47.3792,0.261,H
10000298,1629,65.355,0.9403,W
10000300,1735,41.4649,0.3655,A
10000301,1566,72.5117,1.409,W
10000302,1143,44.7599,-0.651,B
10000303,2089,50.7283,-0.825,B
10000304,2278,67.9112,-0.301,W
10000305,1614,63.258,0.0474,W
10000306,1152,48.1443,-1.61,H
10000309,1619,54.9008,0.5551,W
10000310,2295,44.9099,-0.164,B
10000311,2165,58.422,-0.477,W
10000312,1155,54.3199,-0.488,W
10000313,1919,61.1402,1.252,W
10000314,1921,53.0553,-0.531,AI
10000315,1587,68.1138,1.542,W
10000316,1499,43.7376,-0.935,H
10000317,1309,57.0806,0.1012,B
10000318,1986,46.6325,-0.164,B
10000319,2107,60.4823,0.028,W
10000320,1753,51.6126,1.149,A
10000321,1684,50.8448,-0.787,A
10000322,1199,52.0558,0.9771,W
10000323,1088,68.7374,0.1207,HPI
10000324,1359,43.2652,-0.827,W
10000325,2186,53.613,-0.53,W
10000326,1724,54.8262,-0.073,AI
10000327,1034,46.1977,0.2177,W
10000328,1444,59.1239,-0.764,W
10000329,1240,53.8335,1.013,W
10000332,1727,52.9353,-0.587,B
10000333,1563,48.4025,-0.226,W
10000334,2299,50.116,2.011,W
10000335,1681,39.7979,-1.24,H
10000336,1041,100.6217,0.0473,W
10000337,1843,55.4195,-0.376,H
10000340,2088,54.2435,-0.361,W
10000341,1400,59.3853,-0.128,W
10000344,2095,48.8798,1.13,W
10000345,2209,48.2155,-0.957,B
10000346,1107,54.48,-0.235,H
10000347,1183,37.3144,-0.475,W
10000348,1570,42.002,-0.555,H
10000349,1171,59.8393,0.0541,W
10000351,1622,38.7833,-0.389,AI
10000352,1584,43.8379,-1.78,H
10000353,1818,50.3319,-0.069,B
10000354,1379,55.5487,-0.628,W
10000356,1143,45.3944,-0.826,B
10000357,2091,54.9834,1.296,W
10000358,2049,55.1125,-0.97,A
10000360,1939,59.5953,-0.194,B
10000364,2157,57.4528,-0.051,W
10000366,1491,44.6493,-0.106,A
10000367,1133,46.2645,-1.05,B
10000368,2289,56.7551,1.566,W
10000369,1908,59.3087,0.3266,W
10000370,1825,67.7104,0.9263,W
10000372,2082,41.8076,0.1418,W
10000373,1960,61.4133,1.894,A
10000374,1266,42.8922,-0.155,A
10000377,1357,54.6415,0.4521,W
10000378,1878,54.7594,-0.023,W
10000379,1171,54.6351,-0.582,H
10000381,1877,42.4078,-0.909,W
10000382,1234,38.755,-0.154,H
10000383,2127,57.4502,1.799,W
10000384,1208,51.827,-1.1,W
10000385,1329,60.8143,0.0935,AI
10000386,1972,60.6287,0.2689,W
10000387,2314,39.3634,-0.559,B
10000388,1771,51.9265,-0.756,A
10000390,2311,46.6659,-0.271,B
10000392,1678,42.8355,0.628,W
10000393,1532,56.8076,-0.058,W
10000394,1684,54.1977,1.146,W
10000395,1679,46.7427,-0.099,HPI
10000397,2202,80.4782,-0.164,B
10000398,1446,58.589,0.6506,A
10000399,1342,61.3234,-0.272,W
10000400,1667,61.1047,-1.12,B
10000401,1006,38.767,-1.1,H
10000402,1506,48.8297,-0.751,B
10000405,1806,109.47,-0.45,W
10000406,2282,50.1653,-0.168,H
10000408,1502,53.7591,-0.689,B
10000410,1149,38.6327,-1.04,H
10000411,2168,48.579,-0.758,H
10000414,1367,58.3961,0.7559,W
10000415,2075,49.6294,1.014,W
10000416,1448,53.9957,0.4783,W
10000418,2215,44.4196,-0.856,H
10000419,2037,71.0604,-0.439,B
10000420,1214,49.4751,1.207,W
10000421,2289,53.8458,-0.231,W
10000422,1407,52.7253,-0.696,W
10000423,2124,54.5224,-0.75,W
10000425,1510,45.8939,-0.179,W
10000426,2015,52.1425,0.4141,W
10000427,1562,42.6376,-0.645,H
10000428,1475,54.2948,-0.718,H
10000429,1033,57.3725,0.0742,A
10000430,1825,54.8651,-0.53,H
10000432,1620,52.4764,0.9535,W
10000433,1994,104.6763,1.965,W
10000434,1361,60.3649,-0.109,H
10000435,1169,56.1371,0.179,AI
10000437,1185,53.475,-0.825,B
10000438,1540,101.7466,0.1369,W
10000439,1541,61.5813,0.3971,W
10000440,1742,49.7284,-0.303,B
10000441,1293,68.4687,-0.094,W
10000442,1869,42.8824,-0.343,W
10000443,1567,45.3574,-0.603,H
10000445,1402,53.0179,-1.55,W
10000446,1795,48.9091,0.1061,B
10000447,1297,44.8093,-0.485,W
10000448,2074,50.5617,0.0794,W
10000449,2169,40.5019,-0.794,H
10000452,2016,66.4756,0.2238,W
10000454,1726,40.3926,-1.89,H
10000455,1893,52.1998,0.1146,AI
10000457,1232,42.2211,-0.499,B
10000458,1788,57.0246,-1.03,H
10000459,1176,62.4722,-0.01,W
10000460,1195,42.7159,-0.562,W
10000461,1742,38.8203,-0.769,B
10000464,2056,51.689,-0.594,W
10000465,1989,56.8125,-0.226,H
10000466,1183,53.9833,0.4546,W
10000467,1407,107.0213,0.2134,A
10000468,1015,58.14,1.1,A
10000469,1130,48.5076,-0.153,B
10000470,2008,59.5191,0.1642,B
10000472,1945,55.0434,0.3573,W
10000473,1702,43.3547,-0.001,W
10000474,1510,91.8697,1.28,B
10000475,2122,38.5429,-1.16,H
10000476,1062,58.1923,-0.159,W
10000477,1972,56.9861,-0.145,W
10000478,1834,43.5348,-1.47,B
10000479,1687,43.1189,-0.848,H
10000480,1873,72.0309,0.9966,W
10000481,1954,56.7331,0.9393,W
10000482,2299,66.017,0.8887,W
10000483,1016,60.4916,0.2566,W
10000484,1148,51.7135,1.04,W
10000485,2252,63.2998,0.5899,W
10000487,1088,74.524,1.165,A
10000488,1082,58.913,0.3993,W
10000490,1993,53.7499,0.4344,W
10000491,1851,57.4464,0.7511,H
10000492,1727,53.3519,-0.562,B
10000494,1345,41.3674,-0.69,H
10000495,1877,53.8111,-0.663,W
10000496,1755,51.6682,-0.782,W
10000497,1276,62.7652,0.2784,A
10000498,1256,54.7465,0.6214,W
10000499,1238,60.9861,0.7221,W
10000500,1483,54.3777,3.00E-04,H
10000502,1588,49.9419,0.3381,W
10000503,1980,67.9271,-0.605,A
10000506,2197,53.1175,-0.3,B
10000507,1326,52.7389,0.3388,W
10000508,1976,54.3577,-0.584,W
10000509,2156,47.5984,0.6845,W
10000510,1216,58.5532,1.477,W
10000511,1292,50.4631,-0.673,W
10000512,1285,53.2811,-0.593,W
10000514,2188,60.6883,-0.159,W
10000515,1307,58.6884,0.2031,W
10000516,1441,72.1454,0.3837,W
10000517,1991,44.5211,-0.169,W
10000518,1183,42.9063,1.191,W
10000519,1564,51.1902,0.8932,W
10000520,2294,34.6609,-0.464,B
10000521,1138,63.2598,0.0179,A
10000522,1676,67.7463,0.1123,W
10000523,1699,59.3535,-0.262,W
10000524,1244,63.4514,-0.261,H
10000525,2052,71.8685,1.253,W
10000526,1333,52.735,0.9924,W
10000527,1259,52.1721,-1.38,H
10000528,1683,55.4195,0.6518,W
10000529,1281,55.543,-0.747,B
10000530,2145,54.9355,-0.348,W
10000531,1499,56.5166,-0.653,H
10000532,1078,39.4649,-0.962,H
10000534,1590,66.0691,0.14,W
10000535,1829,49.4948,-0.501,HPI
10000536,1433,69.3663,1.177,H
10000537,1564,94.6051,1.215,A
10000538,1793,37.2875,-0.751,H
10000540,2308,62.3854,1.918,A
10000541,1507,52.7506,0.7765,W
10000542,2050,42.4695,-0.857,A
10000543,1738,49.1204,-0.865,H
10000544,1945,54.07,0.5552,W
10000545,2318,95.6994,0.9673,W
10000547,2046,54.9106,-1.28,W
10000549,1277,40.8651,-0.825,B
10000550,1151,43.9652,-0.081,H
10000551,1309,53.3539,-0.016,A
10000552,2098,67.4202,-1.13,B
10000553,1652,53.8591,-0.943,H
10000554,1555,50.1067,-0.728,H
10000555,1636,54.5914,-0.614,W
10000559,1187,59.8572,1.614,W
10000560,1489,39.8576,0.3757,W
10000561,1251,56.5395,0.3445,A
10000562,1677,109.2958,1.238,W
10000563,1411,54.4684,-0.085,HPI
10000564,2288,71.627,0.3727,W
10000566,1037,53.3179,-0.446,B
10000567,1568,59.544,0.5844,W
10000569,1090,61.01,0.196,W
10000571,1490,54.0659,-0.305,W
10000572,1237,47.1573,0.56,W
10000573,2124,43.6613,-0.861,W
10000574,2116,52.9697,-0.3,W
10000576,1062,50.1355,0.0572,B
10000577,2300,50.2854,-1.06,H
10000579,2043,80.129,0.2295,W
10000581,1429,57.0022,0.4812,H
10000582,2147,70.8609,0.9258,W
10000583,1840,58.9313,1.956,W
10000584,1391,51.7598,-0.605,W
10000586,1925,52.2553,-1.3,W
10000588,1057,44.7449,-0.18,B
10000589,1526,58.8429,0.0967,W
10000591,1644,59.6659,-1,B
10000592,1470,48.1202,0.1513,W
10000593,1041,54.4314,0.5082,W
10000594,1444,61.5482,0.1731,W
10000595,2330,56.7076,0.4866,W
10000596,1259,53.3379,-0.646,H
10000597,1740,52.6757,-0.216,B
10000601,1359,41.7949,-1.13,W
10000603,2305,53.7958,-0.396,H
10000605,1971,56.1571,-0.665,H
10000606,1557,61.9289,0.2665,W
10000607,1138,42.4609,-0.121,H
10000610,1147,45.2971,-0.844,AI
10000612,1941,36.9893,-1.15,A
10000613,1633,56.8382,-0.005,A
10000614,2007,55.377,2.309,A
10000615,1681,45.6152,-0.154,H
10000616,1500,70.5255,0.1055,W
10000617,2126,52.8335,-0.619,W
10000618,1348,46.9217,-0.84,H
10000619,1359,51.2324,-0.516,W
10000620,1543,55.3558,1.082,W
10000621,1003,54.1748,0.4979,W
10000622,1451,92.2947,-0.05,A
10000623,1964,53.854,-0.082,W
10000624,1727,37.3472,-1.12,B
10000626,1245,50.2202,0.9579,W
10000627,1947,61.3609,-0.156,W
10000628,1596,51.4546,0.7914,A
10000629,1358,39.2872,0.7351,A
10000630,1940,71.2695,-1.07,B
10000631,1094,47.312,-0.263,A
10000633,2018,42.4674,0.45,AI
10000634,1756,60.6475,0.8931,W
10000635,1985,63.5102,0.1508,B
10000636,1625,57.3585,-0.028,B
10000637,2089,48.4894,-0.69,B
10000638,1339,69.852,0.7577,W
10000639,1160,42.963,-0.943,W
10000640,1181,49.0959,-0.018,W
10000642,2015,58.1628,0.8748,W
10000643,2259,56.513,1.884,W
10000644,1444,43.6362,-0.5,W
10000646,2238,35.9835,-1.14,H
10000647,2179,44.1261,0.1826,W
10000648,1358,57.0693,0.0448,H
10000649,1501,61.9542,0.3616,W
10000650,2142,53.6778,0.9479,W
10000651,2219,51.2295,-1.4,H
10000652,2129,41.1643,-0.548,B
10000656,2006,59.2569,0.5536,W
10000657,1428,39.6811,-0.893,A
10000660,2124,71.0994,-0.443,W
10000661,2059,52.7165,-0.088,W
10000662,1579,55.937,-0.341,W
10000665,1408,43.8727,-0.161,W
10000666,1780,54.8186,-0.885,H
10000667,2316,61.1595,1.068,W
10000668,2247,56.9157,-0.75,A
10000669,1544,48.2904,-0.488,B
10000670,1040,54.2206,-0.327,W
10000673,1832,43.2182,-0.616,H
10000674,2153,56.6457,-0.89,W
10000675,1647,49.8207,0.5773,W
10000676,1691,59.2756,0.9372,B
10000679,1743,43.1386,-1.12,W
10000680,1903,44.2552,0.4041,W
10000681,2269,50.5273,-0.075,AI
10000682,2058,43.4726,-1.69,B
10000684,1938,40.5729,-2.07,H
10000685,1808,43.1037,-1.54,B
10000686,1563,44.0794,0.046,W
10000687,1596,112.7227,1.728,A
10000688,1939,52.6447,-0.844,B
10000689,1358,49.8021,0.2902,W
10000690,2163,55.6994,-0.624,H
10000691,1537,45.7783,0.5481,B
10000692,1142,56.5708,-0.296,H
10000693,1485,43.7028,0.6603,W
10000695,1183,46.6861,-0.102,W
10000696,1704,45.2802,0.2624,W
10000697,1966,49.1364,-0.554,W
10000698,2306,44.6256,-0.433,B
10000699,2180,42.6181,0.3314,H
10000700,2323,69.3156,0.186,B
10000701,1354,60.4081,-0.057,W
10000702,1778,56.2654,-0.328,B
10000703,1507,46.1555,1.834,W
10000704,1426,55.862,-0.149,B
10000705,1733,55.5611,0.1071,W
10000706,1376,41.6834,0.8458,W
10000707,1878,54.255,1.544,B
10000709,1336,74.3577,0.4344,W
10000710,1506,42.7104,-0.756,B
10000711,1817,38.0515,-1.12,H
10000712,1209,95.6386,0.4815,W
10000714,1976,59.6467,0.2775,W
10000715,2052,45.1168,1.124,W
10000716,2174,72.2248,-0.117,W
10000717,1328,54.1727,1.58,W
10000718,1423,52.7526,-0.75,H
10000719,1302,71.8011,1.371,W
10000720,1438,38.8091,-0.58,B
10000723,2154,52.6913,-0.794,W
10000724,2308,72.9947,1.181,A
10000726,1671,59.1752,0.7402,W
10000727,1636,51.7249,-0.591,W
10000728,1836,60.1083,-0.057,W
10000729,1735,63.9044,0.2262,A
10000730,1854,53.3748,-0.244,H
10000731,1358,69.6873,-0.505,W
10000732,1210,52.9707,-0.447,W
10000733,1678,58.7133,0.9663,W
10000734,1372,50.8001,1.207,B
10000735,1337,49.4948,0.1892,B
10000737,1598,40.3609,0.7536,W
10000739,1185,49.3552,-0.508,B
10000740,1668,94.8539,0.1561,W
10000741,1972,57.8134,0.217,W
10000742,1864,59.9155,0.042,W
10000743,2179,58.4438,-0.321,W
10000744,2125,58.7356,-0.474,H
10000745,1243,41.2964,-0.3,B
10000747,1427,53.1422,1.799,W
10000750,1291,51.3082,1.032,W
10000751,1345,39.8168,-1.33,B
10000752,1742,53.9998,-1.12,B
10000754,2082,59.3361,1.145,W
10000755,1446,76.6852,1.362,A
10000757,1233,110.9862,-0.39,A
10000758,2096,39.8007,-1.49,B
10000759,2169,40.608,-1.13,H
10000760,1485,38.3594,0.7129,W
10000762,1415,45.0348,0.0262,H
10000763,1676,51.1248,0.4177,W
10000764,2187,44.1,-0.449,B
10000765,1993,61.7208,1.965,B
10000767,1431,55.5746,0.2056,W
10000768,1795,80.8885,0.239,A
10000769,2289,65.2483,-1.81,B
10000770,1533,61.6277,0.9428,W
10000771,2133,57.8108,-0.773,H
10000772,1457,61.5432,1.149,H
10000773,1843,43.621,-1.62,H
10000774,1112,57.3306,-0.237,W
10000775,2171,61.7693,-0.307,H
10000776,1200,54.3094,0.0607,W
10000777,1183,47.1941,0.3042,W
10000778,1063,47.9724,-0.116,HPI
10000779,1821,39.5581,0.0898,W
10000780,1328,50.4314,0.7881,W
10000781,1151,47.9016,-0.697,H
10000782,1367,57.2158,-1.37,W
10000783,2209,53.4429,-0.435,B
10000784,1661,58.9341,0.7732,B
10000785,1652,60.3896,-1.16,H
10000786,1755,44.0772,-1.01,B
10000787,1727,67.3914,-0.746,B
10000788,1458,40.1268,0.1509,A
10000791,1847,45.4966,-0.029,H
10000793,1557,50.2714,1.395,W
10000794,2036,59.5528,1.219,W
10000795,1353,61.0437,-0.808,H
10000796,1847,52.9069,-0.431,W
10000801,1762,51.9208,-0.164,A
10000802,1847,45.0316,-0.803,W
10000803,2150,57.7781,0.4621,W
10000804,1395,56.0799,-0.784,H
10000805,1921,60.7449,0.1891,AI
10000806,1100,40.7817,-0.98,H
10000807,1893,65.5781,0.1926,W
10000808,1203,55.5081,0.2251,W
10000810,1670,50.8299,1.28,H
10000811,2219,45.2336,-1.37,H
10000812,1082,60.1584,-0.705,H
10000814,1110,48.9403,-1.09,H
10000815,1389,56.9083,-0.053,W
10000816,1438,46.4261,-0.48,B
10000817,1489,53.0139,0.037,W
10000818,1567,37.6136,-0.584,H
10000820,1194,53.0681,-0.197,W
10000821,1501,69.8003,1.1,W
10000822,2053,62.5193,-0.439,W
10000823,2180,51.917,0.0888,B
10000824,2166,66.6056,0.6416,W
10000825,1228,41.7215,-0.671,W
10000826,2096,51.0108,-0.125,W
10000828,1817,65.3772,-1.1,AI
10000829,2203,54.568,-1.4,AI
10000830,1451,43.1953,0.0054,W
10000831,1830,47.202,1.496,W
10000832,1706,71.3986,0.5893,H
10000833,1846,45.3743,-0.673,W
10000834,1870,53.2622,0.2651,W
10000835,2330,80.0132,1.274,W
10000836,2305,59.2583,-0.268,W
10000837,1936,42.8628,0.2539,W
10000838,2271,57.1555,-0.458,W
10000839,1238,100.517,0.6585,W
10000841,1290,60.4297,0.3583,B
10000842,1087,41.4009,0.2257,A
10000844,1108,52.8824,-0.352,H
10000845,2157,45.8294,-0.324,W
10000846,2212,44.5006,-0.807,W
10000847,1436,52.3772,0.609,W
10000849,2091,57.8803,1.146,W
10000850,1811,44.6611,-0.562,B
10000851,1513,61.479,-0.516,H
10000853,1452,73.3783,-0.011,B
10000854,1840,48.5037,0.1971,W
10000856,1299,53.7072,-1.81,W
10000857,1570,51.8668,0.7915,W
10000859,1762,98.007,0.6762,A
10000860,1668,38.9977,0.8837,W
10000861,2291,88.3805,1.042,H
10000862,1910,48.8751,-1.12,B
10000863,2219,38.732,0.093,H
10000864,1088,78.3149,1.606,A
10000866,1494,40.1375,-0.676,W
10000867,1155,61.3152,-0.625,W
10000868,1500,100.9215,-0.304,W
10000870,1776,54.9399,0.2056,H
10000871,2261,42.3949,0.2056,B
10000873,1774,51.74,-0.72,H
10000874,1907,39.6157,-0.026,W
10000875,2053,57.6275,0.4592,W
10000879,1787,56.5419,0.8965,H
10000882,1751,62.8289,-0.576,B
10000883,1247,64.1101,1.564,W
10000884,2242,48.6903,-0.318,W
10000885,1771,39.9311,-1.02,H
10000886,1752,75.7248,0.5552,B
10000888,1950,63.6896,-0.142,W
10000889,1884,50.5952,-0.761,W
10000893,1377,57.6547,0.4368,W
10000894,1868,45.9105,-0.308,H
10000896,1892,58.2622,-1.32,H
10000898,1069,51.3316,-1.05,B
10000904,1370,55.9787,1.482,W
10000905,2098,43.9598,-1.37,B
10000906,1413,39.9588,-1.28,W
10000907,1277,48.1192,-1.13,B
10000908,1944,46.6871,1.269,H
10000909,1540,61.2486,1.054,W
10000910,1258,64.8349,-0.101,A
10000911,1224,47.9026,-0.474,B
10000915,1698,61.0068,0.0195,W
10000916,1589,41.763,-1.47,B
10000917,1212,55.1278,-0.221,H
10000919,2253,49.845,-1.3,W
10000920,2006,110.0702,0.8582,W
10000921,1120,44.3169,-1.09,W
10000922,1015,51.2099,0.9613,A
10000924,2221,44.3039,0.9263,A
10000925,1886,53.7642,-0.62,B
10000927,1554,43.8085,-1.34,H
10000928,1861,69.9039,1.799,W
10000929,1169,50.2286,0.5497,W
10000930,1910,45.3701,-0.122,B
10000931,1584,53.2642,-0.202,A
10000934,2244,50.869,-0.069,B
10000936,1033,44.1337,1.001,A
10000937,1822,58.2218,-0.759,W
10000938,1656,64.0817,0.6366,W
10000939,1749,49.7032,0.6147,AI
10000941,1271,40.0551,-0.508,H
10000942,2156,50.72,0.1221,W
10000943,2093,43.573,-0.978,B
10000944,1537,49.5275,-0.849,B
10000945,2096,39.8681,-0.157,A
10000948,1671,59.2096,1.097,B
10000949,2257,51.4048,-0.564,B
10000950,2313,49.1213,-0.586,A
10000951,1899,51.2951,-0.651,H
10000952,1415,57.0209,-0.613,A
10000953,1322,55.348,-0.019,W
10000955,1325,45.5418,-0.524,W
10000956,1695,53.0218,-0.697,W
10000958,2135,49.2764,0.3352,W
10000961,2150,34.8674,-1.43,H
10000962,1256,67.7599,0.6763,HPI
10000963,1372,55.816,0.8472,W
10000964,2195,65.6947,-0.223,A
10000965,1711,46.3884,-1.09,H
10000966,2201,49.3149,-0.396,W
10000967,1433,54.5202,-0.501,W
10000969,1171,40.0098,-0.827,H
10000970,2272,41.8225,-0.79,B
10000971,1689,52.3647,0.263,W
10000972,2168,39.8728,-1.47,H
10000973,2201,51.2539,-0.969,H
